ClientNumber,MatterNumber,CompletionDate,DateProcessed,DeduplicatedFileSizeGB,NumberofFilesDeduplicated,TotalDocumentsPostFiltering,TotalGBPostFiltering,TotalGBPreExpansion,TicketNumber,CustodianID
440225,56960,2014-07-14 08:00:00.000,2014-07-13 16:41:18.147,0.000,0,0,0.000,0.000,447890,NULL
440225,56960,2014-07-14 08:00:00.000,2014-07-13 16:41:18.147,0.000,0,1,0.079,0.079,447890,NULL
1045532,356992,2014-07-13 17:30:00.000,2014-07-13 19:44:59.333,0.000,0,1487,0.383,0.234,260438,587476
417892,768704,2014-07-14 15:30:00.000,2014-07-13 23:37:39.270,0.000,0,12,0.022,0.022,628516,NULL
86423,481024,2014-07-15 09:00:00.000,2014-07-14 15:07:32.350,0.172,94,3068,3.592,3.471,441064,NULL
773474,8128,2014-07-15 12:00:00.000,2014-07-14 15:08:53.380,0.226,831,0,0.000,0.156,934110,NULL
773474,8128,2014-07-15 12:00:00.000,2014-07-14 15:08:53.380,4.682,1663,0,0.000,4.567,934110,NULL
773474,8128,2014-07-15 12:00:00.000,2014-07-14 15:08:53.380,0.168,683,0,0.000,0.099,934110,NULL
773474,8128,2014-07-15 12:00:00.000,2014-07-14 15:08:53.380,0.202,687,47,0.011,0.142,934110,NULL
773474,8128,2014-07-15 12:00:00.000,2014-07-14 15:08:53.380,9.643,3748,3,0.000,8.935,934110,NULL
773474,8128,2014-07-15 12:00:00.000,2014-07-14 15:08:53.380,0.574,2543,152,0.024,0.559,934110,NULL
773474,8128,2014-07-15 12:00:00.000,2014-07-14 15:08:53.380,0.802,1900,100,0.030,0.544,934110,NULL
1045532,356992,2014-07-14 18:00:00.000,2014-07-14 20:56:25.057,0.000,0,62,0.020,0.012,437651,587476
242597,316288,2014-07-15 16:30:00.000,2014-07-14 20:59:46.497,0.005,818,21980,1.695,0.991,621690,112020
796286,159680,2014-07-16 12:00:00.000,2014-07-14 21:22:07.677,0.000,0,49,1.917,1.917,66160,731854
83597,445888,2014-07-16 11:00:00.000,2014-07-14 23:52:46.150,0.069,114,7827,3.261,1.548,680761,709465
475161,166080,2014-07-15 17:00:00.000,2014-07-15 00:41:01.023,0.166,1161,822,0.267,0.234,125231,316060
475161,166080,2014-07-15 17:00:00.000,2014-07-15 00:41:01.023,0.000,6,11740,3.972,1.958,125231,810045
475161,166080,2014-07-15 17:00:00.000,2014-07-15 00:41:01.023,0.103,1462,18380,4.939,2.495,125231,937073
519085,59392,2014-07-16 18:00:00.000,2014-07-15 16:41:37.277,0.000,1,1022,0.305,0.159,121818,582705
519085,59392,2014-07-16 18:00:00.000,2014-07-15 16:41:37.277,0.006,44,1881,0.456,0.228,121818,994200
519085,59392,2014-07-16 18:00:00.000,2014-07-15 16:41:37.277,0.000,0,66,0.022,0.011,121818,665334
519085,59392,2014-07-16 18:00:00.000,2014-07-15 16:41:37.277,0.055,239,9476,2.309,1.236,121818,1041260
519085,59392,2014-07-16 18:00:00.000,2014-07-15 16:41:37.277,0.263,880,4188,1.022,0.622,121818,677082
519085,59392,2014-07-16 18:00:00.000,2014-07-15 16:41:37.277,0.227,858,7367,1.488,0.881,121818,604978
519085,59392,2014-07-16 18:00:00.000,2014-07-15 16:41:37.277,0.253,1145,2676,0.347,0.312,121818,1010162
519085,59392,2014-07-16 18:00:00.000,2014-07-15 16:41:37.277,0.070,260,495,0.176,0.135,121818,834850
519085,59392,2014-07-16 18:00:00.000,2014-07-15 16:41:37.277,0.721,2264,2336,0.830,0.745,121818,617601
519085,59392,2014-07-16 18:00:00.000,2014-07-15 16:41:37.277,0.542,1955,3170,1.717,1.056,121818,166821
715264,64704,2014-07-20 17:00:00.000,2014-07-16 03:50:20.367,0.000,0,1,0.000,0.014,118405,979138
715264,64704,2014-07-20 17:00:00.000,2014-07-16 03:50:20.367,0.023,276,6897,0.626,0.344,118405,487012
715264,64704,2014-07-20 17:00:00.000,2014-07-16 03:50:20.367,0.001,15,6883,1.025,0.443,118405,182190
715264,64704,2014-07-20 17:00:00.000,2014-07-16 03:50:20.367,0.000,0,0,0.000,0.018,118405,2258
715264,64704,2014-07-20 17:00:00.000,2014-07-16 03:50:20.367,0.004,32,2256,0.709,0.340,118405,142258
201737,777984,2014-07-18 14:00:00.000,2014-07-16 23:51:57.027,1.437,456,536,1.393,1.444,174063,NULL
201737,777984,2014-07-18 14:00:00.000,2014-07-16 23:51:57.027,2.874,1152,2458,3.382,3.016,174063,NULL
201737,777984,2014-07-18 14:00:00.000,2014-07-16 23:51:57.027,0.000,1,29,0.002,0.001,174063,NULL
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,0.113,273,23384,8.703,4.410,170650,145219
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,0.000,2,10221,2.019,4.367,170650,16981
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,0.580,2710,164055,29.308,13.338,170650,17822
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,0.400,1740,115270,21.273,10.349,170650,84766
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,7.069,31290,143397,28.353,17.001,170650,454370
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,1.103,5212,97003,18.780,9.127,170650,593413
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,0.453,2788,212846,41.868,19.966,170650,937810
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,5.724,15511,170427,49.036,18.600,170650,292251
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,6.231,17138,84246,22.802,15.196,170650,54049
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,1.398,4487,55661,13.858,8.702,170650,588166
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,0.756,1557,10042,7.487,4.065,170650,203908
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,0.065,592,86520,23.991,11.436,170650,441539
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,0.788,3080,99453,25.592,15.651,170650,401046
554489,24384,2014-07-23 17:00:00.000,2014-07-20 17:40:59.927,0.000,0,20,0.027,0.027,170650,NULL
796286,159680,2014-07-21 14:00:00.000,2014-07-20 20:47:46.687,0.000,0,1,0.080,0.080,847735,731854
160319,543040,2014-07-22 12:00:00.000,2014-07-20 21:12:45.173,0.020,15,356,0.307,0.327,292205,209300
773474,8128,2014-07-22 12:00:00.000,2014-07-20 21:18:12.953,0.061,161,16,0.000,0.006,785251,NULL
773474,8128,2014-07-22 12:00:00.000,2014-07-20 21:18:12.953,7.564,4827,327,0.030,4.762,785251,NULL
773474,8128,2014-07-22 12:00:00.000,2014-07-20 21:18:12.953,0.004,29,0,0.000,0.004,785251,NULL
773474,8128,2014-07-22 12:00:00.000,2014-07-20 21:18:12.953,0.045,75,8,0.005,0.025,785251,NULL
773474,8128,2014-07-22 12:00:00.000,2014-07-20 21:18:12.953,11.812,7286,442,0.126,5.670,785251,NULL
773474,8128,2014-07-22 12:00:00.000,2014-07-20 21:18:12.953,12.107,8470,415,0.104,5.801,785251,NULL
773474,8128,2014-07-22 12:00:00.000,2014-07-20 21:18:12.953,18.774,7358,106,0.025,7.981,785251,NULL
773474,8128,2014-07-22 12:00:00.000,2014-07-20 21:18:12.953,1.812,8871,9435,2.330,1.370,785251,NULL
773474,8128,2014-07-22 12:00:00.000,2014-07-20 21:18:12.953,3.906,17772,283,0.027,1.176,785251,NULL
773474,8128,2014-07-22 12:00:00.000,2014-07-20 21:18:12.953,4.522,18711,747,0.541,1.713,785251,NULL
773474,8128,2014-07-22 12:00:00.000,2014-07-20 21:18:12.953,3.978,18021,2,0.000,1.223,785251,NULL
506590,653952,2014-07-21 16:30:00.000,2014-07-20 22:45:02.413,0.000,0,328,0.151,0.077,969290,282123
715264,64704,2014-07-26 12:00:00.000,2014-07-21 17:55:19.023,0.913,2095,29412,9.593,9.721,406934,418625
47322,400320,2014-07-22 12:30:00.000,2014-07-21 17:57:11.303,0.000,0,1284,0.676,0.349,899980,343440
440225,56960,2014-07-22 10:30:00.000,2014-07-21 19:02:32.247,0.000,0,663,1.190,1.190,35443,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,14.884,4608,3057,2.507,2.937,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,0.010,7,113,0.113,0.022,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,0.013,71,163,0.022,0.013,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,0.034,101,549,0.144,0.059,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,4.244,11537,12095,4.778,2.304,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,0.031,17,35,0.009,0.019,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,0.000,4,8,0.000,0.000,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,4.018,18143,107,0.012,1.261,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,0.173,1186,2,0.000,0.120,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,4.024,18225,556,0.080,1.318,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,0.181,1373,1,0.000,0.126,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,1.311,2773,1,0.000,0.662,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,0.396,1630,2,0.000,0.320,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,4.185,18425,1,0.000,1.403,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,3.966,17950,1,0.000,1.200,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,5.111,19621,0,0.000,1.748,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,4.056,18599,0,0.000,1.283,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,3.981,18221,1,0.000,1.211,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,0.313,1988,1,0.000,0.241,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,0.000,0,2158,0.452,0.196,584147,NULL
773474,8128,2014-07-26 09:00:00.000,2014-07-22 17:38:12.530,0.001,15,2328,0.249,0.074,584147,NULL
480389,947712,2014-07-23 13:00:00.000,2014-07-22 19:52:00.983,0.000,0,31,0.003,0.002,952225,104026
417892,920832,2014-07-23 11:00:00.000,2014-07-22 20:58:11.743,0.000,0,23,0.040,0.040,87688,NULL
440225,56960,2014-07-23 12:00:00.000,2014-07-22 22:40:40.193,0.000,0,4,0.001,0.001,518250,NULL
440225,56960,2014-07-23 12:00:00.000,2014-07-22 22:41:34.113,0.000,0,5,0.003,0.003,1011296,NULL
334777,256192,2014-07-23 16:00:00.000,2014-07-22 23:09:30.853,0.394,1428,19353,4.188,2.869,455766,741106
201737,777984,2014-07-27 17:00:00.000,2014-07-22 23:36:11.637,0.000,0,1825,0.634,0.341,948812,NULL
554489,24384,2014-07-26 17:00:00.000,2014-07-23 16:06:48.813,8.420,38724,219901,42.235,23.453,761360,84766
554489,24384,2014-07-26 17:00:00.000,2014-07-23 16:06:48.813,0.034,214,61553,13.670,11.741,761360,401046
554489,24384,2014-07-26 17:00:00.000,2014-07-23 16:06:48.813,4.556,19278,171276,37.550,19.679,761360,593413
480389,947712,2014-07-26 13:00:00.000,2014-07-23 19:14:54.787,0.000,0,58,0.016,0.012,698876,524332
47322,496128,2014-07-27 16:00:00.000,2014-07-23 19:23:00.890,0.000,0,2699,1.999,0.965,389869,744012
811859,311936,2014-07-26 14:00:00.000,2014-07-24 01:15:56.077,0.000,0,98,0.010,0.010,74036,623703
33469,715968,2014-07-27 18:00:00.000,2014-07-26 18:01:15.143,0.061,695,2273,0.571,0.349,997644,264582
33469,715968,2014-07-27 18:00:00.000,2014-07-26 18:01:15.143,1.208,2744,2700,0.561,0.899,997644,264582
33469,715968,2014-07-27 18:00:00.000,2014-07-26 18:01:15.143,0.000,0,133,0.060,0.037,997644,612909
33469,715968,2014-07-27 18:00:00.000,2014-07-26 18:01:15.143,1.720,8250,11210,2.024,1.972,997644,744960
715264,64704,2014-07-28 17:00:00.000,2014-07-26 21:11:43.730,0.302,646,14490,4.251,2.181,133107,49126
715264,64704,2014-07-28 17:00:00.000,2014-07-26 21:11:43.730,0.666,1175,6975,1.217,1.453,133107,881938
715264,64704,2014-07-28 17:00:00.000,2014-07-26 21:11:43.730,1.597,4028,14125,3.888,3.267,133107,290096
480389,947712,2014-07-27 16:00:00.000,2014-07-26 22:50:49.860,0.000,0,6,0.001,0.001,626153,104026
480389,947712,2014-07-27 16:00:00.000,2014-07-26 22:50:49.860,0.000,0,6,0.007,0.007,626153,531139
14577,1010944,2014-07-30 13:00:00.000,2014-07-27 16:34:52.020,0.000,0,123,0.018,0.013,254662,25445
796286,159680,2014-07-28 12:00:00.000,2014-07-27 17:23:36.160,0.000,0,5,0.174,0.174,994231,731854
850466,159680,2014-07-28 10:30:00.000,2014-07-27 17:32:51.917,0.004,1,234,0.092,0.074,438701,190251
468079,159680,2014-07-28 12:30:00.000,2014-07-27 19:05:00.423,0.000,0,224,0.099,0.051,376217,NULL
554489,24384,2014-07-28 14:00:00.000,2014-07-27 21:41:45.503,0.081,965,43026,9.032,3.984,681811,16981
160319,543040,2014-07-30 12:00:00.000,2014-07-28 16:17:40.047,0.017,30,874,1.306,1.091,431875,425299
83597,445888,2014-07-30 12:00:00.000,2014-07-28 21:16:03.780,0.038,116,1398,0.620,0.370,674985,440689
480389,947712,2014-07-29 14:30:00.000,2014-07-28 21:19:24.740,0.000,0,11,0.003,0.002,119455,531139
715264,64704,2014-07-30 13:00:00.000,2014-07-28 21:23:35.870,0.000,0,0,0.000,0.000,612501,906895
715264,64704,2014-07-30 13:00:00.000,2014-07-28 21:23:35.870,0.004,105,4568,0.132,0.029,612501,906895
715264,64704,2014-07-30 13:00:00.000,2014-07-28 21:23:35.870,1.715,8797,18871,3.089,2.023,612501,512324
715264,64704,2014-07-30 13:00:00.000,2014-07-28 21:23:35.870,0.000,0,0,0.000,0.059,612501,114174
715264,64704,2014-07-30 13:00:00.000,2014-07-28 21:23:35.870,0.000,0,3591,0.765,0.341,612501,463210
715264,64704,2014-07-30 13:00:00.000,2014-07-28 21:23:35.870,0.000,0,0,0.000,0.059,612501,114174
417892,920832,2014-07-29 17:00:00.000,2014-07-28 22:32:30.073,0.000,0,40,0.254,0.254,796540,NULL
554489,24384,2014-07-30 12:00:00.000,2014-07-29 22:34:39.957,0.127,220,438,0.465,0.390,175113,843174
468079,159680,2014-08-03 15:00:00.000,2014-07-30 18:39:15.253,0.000,0,0,0.000,0.000,50145,524332
468079,159680,2014-08-03 15:00:00.000,2014-07-30 18:39:15.253,0.265,431,284,0.154,0.230,50145,524332
417892,920832,2014-08-02 17:00:00.000,2014-07-30 22:14:20.567,0.000,0,116,0.782,0.782,789714,NULL
201737,777984,2014-08-03 12:00:00.000,2014-07-30 23:06:51.920,0.000,0,98,0.360,0.196,973753,NULL
994638,293632,2014-08-03 14:00:00.000,2014-08-02 18:23:18.527,1.148,6578,308159,77.040,29.934,970340,92830
91759,356992,2014-08-04 12:00:00.000,2014-08-03 19:43:31.620,0.000,0,727,1.092,1.019,470468,381261
201737,777984,2014-08-04 16:00:00.000,2014-08-03 22:21:17.613,0.000,0,137,0.031,0.031,838546,NULL
417892,920832,2014-08-04 17:00:00.000,2014-08-03 22:28:11.700,0.000,0,21,0.074,0.074,283016,NULL
755120,859392,2014-08-09 12:00:00.000,2014-08-05 21:06:21.630,0.036,184,1461,0.354,0.379,356526,320039
86423,481024,2014-08-09 12:00:00.000,2014-08-06 07:19:31.810,0.000,0,3622,3.615,1.918,787088,NULL
47322,203008,2014-08-09 10:30:00.000,2014-08-06 18:10:08.647,0.000,0,228,1.647,1.264,724604,683701
201737,777984,2014-08-09 15:00:00.000,2014-08-06 20:41:00.123,0.000,0,8,0.000,0.000,353113,NULL
282110,712256,2014-08-09 14:00:00.000,2014-08-06 20:46:20.643,0.000,0,126,0.485,0.485,846159,488375
417892,920832,2014-08-09 18:00:00.000,2014-08-06 22:56:54.760,0.000,0,3,0.002,0.002,658707,NULL
201737,777984,2014-08-10 14:00:00.000,2014-08-09 18:29:53.390,0.000,0,9347,1.325,1.325,318720,NULL
334777,256192,2014-08-10 11:00:00.000,2014-08-09 18:42:01.157,0.000,0,0,0.000,0.001,811766,741106
507236,795072,2014-08-10 16:00:00.000,2014-08-09 19:49:29.163,0.000,0,39,0.032,0.032,256236,784406
33469,456640,2014-08-13 12:00:00.000,2014-08-10 00:24:01.890,0.215,4198,12276,1.759,0.847,193752,903794
33469,456640,2014-08-13 12:00:00.000,2014-08-10 00:24:01.890,0.176,3079,71066,20.669,9.827,193752,522796
33469,456640,2014-08-13 12:00:00.000,2014-08-10 00:24:01.890,0.339,1211,19858,4.799,2.422,193752,512821
33469,456640,2014-08-13 12:00:00.000,2014-08-10 00:24:01.890,1.367,5718,54750,12.518,7.332,193752,357635
33469,456640,2014-08-13 12:00:00.000,2014-08-10 00:24:01.890,6.121,21264,124581,29.739,19.062,193752,888615
33469,456640,2014-08-13 12:00:00.000,2014-08-10 00:24:01.890,10.923,27162,154347,34.192,20.928,193752,835359
33469,456640,2014-08-13 12:00:00.000,2014-08-10 00:24:01.890,3.459,12304,61748,11.918,7.071,193752,312055
33469,456640,2014-08-13 12:00:00.000,2014-08-10 00:24:01.890,0.851,4697,9793,0.828,0.825,193752,1001165
33469,456640,2014-08-13 12:00:00.000,2014-08-10 00:24:01.890,4.035,16669,46636,10.412,7.583,193752,974866
234636,159680,2014-08-12 09:00:00.000,2014-08-10 22:28:03.800,0.010,55,3537,1.387,0.753,190339,NULL
263721,243520,2014-08-11 16:29:00.000,2014-08-10 22:35:14.810,0.000,0,158,0.088,0.088,683385,422182
507236,795072,2014-08-11 17:00:00.000,2014-08-11 00:09:45.060,0.000,0,273,0.147,0.144,620901,171841
201737,777984,2014-08-12 16:00:00.000,2014-08-11 20:20:46.360,0.000,0,9704,2.036,2.036,985566,NULL
1040041,356992,2014-08-16 10:00:00.000,2014-08-13 00:02:52.700,0.000,0,745,0.157,0.106,701761,976523
201737,840000,2014-08-16 14:00:00.000,2014-08-13 20:31:51.497,0.000,0,52,0.136,0.136,21263,NULL
47322,5696,2014-08-19 09:00:00.000,2014-08-13 20:37:37.847,0.000,0,5,0.121,0.121,514309,NULL
47322,5696,2014-08-19 09:00:00.000,2014-08-13 20:37:37.847,0.000,0,5,0.121,0.121,514309,NULL
47322,5696,2014-08-19 09:00:00.000,2014-08-13 20:37:37.847,0.000,0,1700,0.198,0.121,514309,NULL
33469,456640,2014-08-17 10:00:00.000,2014-08-13 23:17:58.077,0.000,0,69,0.055,0.055,1003942,NULL
226156,515520,2014-08-16 14:30:00.000,2014-08-16 17:35:27.400,0.000,0,48,0.070,0.039,660542,NULL
201737,777984,2014-08-17 14:00:00.000,2014-08-16 19:00:16.797,0.000,0,687,0.210,0.210,351535,NULL
773474,8128,2014-08-18 16:00:00.000,2014-08-17 21:13:10.320,7.262,5676,15017,16.798,11.956,903652,NULL
773474,8128,2014-08-18 16:00:00.000,2014-08-17 21:13:10.320,7.298,5434,7057,7.870,7.931,903652,NULL
773474,8128,2014-08-18 16:00:00.000,2014-08-17 21:13:10.320,7.951,6902,7460,9.552,8.742,903652,NULL
773474,8128,2014-08-18 16:00:00.000,2014-08-17 21:13:10.320,2.033,11065,27719,2.866,2.868,903652,NULL
773474,8128,2014-08-18 16:00:00.000,2014-08-17 21:13:10.320,0.491,1029,2815,1.538,1.016,903652,NULL
773474,8128,2014-08-18 16:00:00.000,2014-08-17 21:13:10.320,1.836,3941,5944,2.449,2.255,903652,NULL
773474,8128,2014-08-18 16:00:00.000,2014-08-17 21:13:10.320,3.697,8659,11836,5.749,4.631,903652,NULL
773474,8128,2014-08-18 16:00:00.000,2014-08-17 21:13:10.320,11.094,26245,29370,11.245,10.589,903652,NULL
773474,8128,2014-08-18 16:00:00.000,2014-08-17 21:13:10.320,7.293,18277,12597,4.788,5.709,903652,NULL
773474,8128,2014-08-18 16:00:00.000,2014-08-17 21:13:10.320,10.029,23424,17352,7.008,8.080,903652,NULL
773474,8128,2014-08-18 16:00:00.000,2014-08-17 21:13:10.320,0.581,541,224,0.112,0.370,903652,NULL
608169,715968,2014-08-19 11:00:00.000,2014-08-17 22:56:22.943,0.000,0,34,0.034,0.015,841168,66224
201737,777984,2014-08-19 13:00:00.000,2014-08-18 17:52:42.037,0.000,0,259,0.136,0.136,532161,NULL
811859,176640,2014-08-20 09:00:00.000,2014-08-18 19:15:22.060,0.030,215,1397,0.179,0.112,962723,524070
811859,176640,2014-08-20 09:00:00.000,2014-08-18 19:15:22.060,3.825,2559,5636,3.641,3.974,962723,995243
755025,356992,2014-08-23 17:00:00.000,2014-08-18 20:34:44.490,0.000,0,85372,71.738,71.558,466264,328522
755120,859392,2014-08-20 14:00:00.000,2014-08-19 18:56:02.373,0.091,126,129,0.010,0.101,587819,NULL
773474,8128,2014-08-20 10:00:00.000,2014-08-19 18:59:15.457,0.005,16,2,0.000,0.003,32289,NULL
773474,8128,2014-08-20 10:00:00.000,2014-08-19 18:59:15.457,0.000,1,3,0.000,0.000,32289,NULL
33469,456640,2014-08-24 17:00:00.000,2014-08-19 21:18:38.537,0.000,0,0,0.000,0.344,1018381,376937
33469,456640,2014-08-24 17:00:00.000,2014-08-19 21:18:38.537,0.526,10313,0,0.000,0.341,1018381,1021852
33469,456640,2014-08-24 17:00:00.000,2014-08-19 21:18:38.537,0.534,10404,0,0.000,0.438,1018381,376937
715264,64704,2014-08-24 12:00:00.000,2014-08-19 22:14:26.017,0.237,721,21601,7.505,4.106,893413,328730
715264,64704,2014-08-24 12:00:00.000,2014-08-19 22:14:26.017,1.214,3134,31739,7.092,5.720,893413,753008
346789,764800,2014-08-23 13:00:00.000,2014-08-20 17:17:51.320,0.000,2,360,0.103,0.049,521922,419150
33469,456640,2014-08-24 17:00:00.000,2014-08-21 06:33:34.050,0.286,2694,2331,0.242,0.200,609347,544599
33469,456640,2014-08-24 17:00:00.000,2014-08-21 06:33:34.050,0.108,2943,5996,4.153,3.327,609347,512821
33469,456640,2014-08-24 17:00:00.000,2014-08-21 06:33:34.050,0.137,314,1064,0.264,0.166,609347,404750
33469,456640,2014-08-24 17:00:00.000,2014-08-21 06:33:34.050,0.135,28430,29543,0.450,0.220,609347,1001165
33469,456640,2014-08-24 17:00:00.000,2014-08-21 06:33:34.050,0.010,37,462,0.070,0.034,609347,576205
33469,456640,2014-08-24 17:00:00.000,2014-08-21 06:33:34.050,0.778,2597,2193,0.722,0.720,609347,512821
33469,456640,2014-08-24 17:00:00.000,2014-08-21 06:33:34.050,0.000,1,221,0.042,0.015,609347,903794
33469,456640,2014-08-24 17:00:00.000,2014-08-21 06:33:34.050,0.001,20,20,0.001,0.001,609347,1021852
33469,456640,2014-08-24 17:00:00.000,2014-08-21 06:33:34.050,0.001,15,9,0.000,0.004,609347,376937
773474,8128,2014-08-25 14:00:00.000,2014-08-24 19:58:16.043,1.334,3824,12678,3.532,2.043,1036233,NULL
42161,653952,2014-08-25 16:00:00.000,2014-08-24 22:12:06.650,0.000,0,2569,2.540,2.195,109212,NULL
888539,987200,2014-08-26 11:00:00.000,2014-08-24 22:53:42.913,0.000,0,412,0.263,0.260,602258,522613
14577,1010944,2014-08-26 17:00:00.000,2014-08-25 16:09:06.790,0.000,0,86,0.020,0.007,477290,893496
14577,1010944,2014-08-26 17:00:00.000,2014-08-25 16:09:06.790,0.000,0,86,0.020,0.007,477290,893496
14577,1010944,2014-08-26 17:00:00.000,2014-08-25 16:09:06.790,0.000,0,86,0.020,0.007,477290,893496
14577,1010944,2014-08-26 17:00:00.000,2014-08-25 16:09:06.790,0.000,0,86,0.020,0.007,477290,893496
47322,400320,2014-08-26 12:30:00.000,2014-08-25 17:09:07.853,0.003,40,707,0.279,0.151,970336,343440
614288,653952,2014-08-26 11:00:00.000,2014-08-25 18:45:58.277,0.000,0,312,0.230,0.080,1029407,251298
614288,653952,2014-08-26 11:00:00.000,2014-08-25 18:45:58.277,0.000,0,4,0.020,0.020,1029407,51536
143642,259328,2014-08-27 16:00:00.000,2014-08-25 20:54:42.967,0.386,3342,2937,1.452,1.614,473877,670403
417892,920832,2014-08-27 10:00:00.000,2014-08-25 21:35:39.907,0.000,0,142,0.353,0.353,411393,NULL
1041452,657024,2014-08-27 11:00:00.000,2014-08-26 01:34:56.263,0.000,0,47,0.047,0.026,904439,630078
201737,777984,2014-08-27 10:00:00.000,2014-08-26 17:34:09.553,0.000,0,308,0.101,0.101,963510,NULL
226156,515520,2014-08-27 10:00:00.000,2014-08-26 22:53:13.613,0.000,0,46,0.023,0.020,345496,NULL
263721,243520,2014-08-27 16:00:00.000,2014-08-26 23:02:30.510,0.000,0,11,0.001,0.001,838542,943319
888539,113408,2014-08-30 09:00:00.000,2014-08-27 08:40:00.980,0.000,0,25,0.013,0.008,154631,527321
674429,39488,2014-08-31 09:00:00.000,2014-08-27 22:04:59.263,0.000,0,415,0.030,0.019,522709,474134
